Time,o[t],d[t],v[t],M_fl[t],x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4
135040,0.971522,0.826105,0.068680,0.055121,0.111006,1.984100,-0.173198,1.661610,-0.029229,1.813862,-0.332260,1.490306,-0.245335,2.135308
135360,0.978783,0.825760,0.065198,0.052695,0.113779,1.985484,-0.169651,1.662763,-0.025947,1.815361,-0.329340,1.489978,-0.242560,2.136458
135680,0.966795,0.825286,0.084162,0.067152,0.116386,1.987779,-0.166124,1.663481,-0.023129,1.816969,-0.326382,1.489848,-0.239562,2.138092
136000,0.975867,0.825007,0.065684,0.052882,0.119113,1.988979,-0.163013,1.664873,-0.020604,1.818780,-0.323363,1.489927,-0.236772,2.139949
136320,0.983208,0.824673,0.071615,0.058067,0.122432,1.989501,-0.159824,1.666119,-0.017462,1.820532,-0.320180,1.490264,-0.234396,2.141778
136640,0.974017,0.824557,0.094111,0.075583,0.124911,1.992041,-0.156325,1.666999,-0.014034,1.822520,-0.316874,1.490852,-0.231148,2.142660
136960,0.991670,0.824305,0.102472,0.083764,0.127597,1.993797,-0.153026,1.668675,-0.010564,1.823781,-0.313532,1.491704,-0.228506,2.144803
137280,0.984740,0.824412,0.082298,0.066812,0.130189,1.995436,-0.150085,1.670251,-0.007216,1.825806,-0.310326,1.492797,-0.224914,2.146013
137600,0.987978,0.824362,0.079170,0.064480,0.133878,1.995576,-0.147118,1.671239,-0.004419,1.827297,-0.307077,1.494165,-0.221578,2.147916
137920,0.982571,0.824552,0.078136,0.063304,0.137227,1.996437,-0.143531,1.672597,-0.000549,1.828749,-0.303893,1.495793,-0.218647,2.148493
138240,0.995601,0.824677,0.079354,0.065153,0.140033,1.997828,-0.140412,1.674196,0.003095,1.829662,-0.300735,1.497621,-0.215948,2.149744
138560,0.985592,0.824932,0.102063,0.082982,0.143112,1.999269,-0.136810,1.675442,0.006194,1.831439,-0.297645,1.499688,-0.211984,2.151049
138880,0.988518,0.825231,0.094622,0.077189,0.146390,1.999910,-0.133512,1.677259,0.009437,1.832729,-0.294599,1.501937,-0.208847,2.152394
139200,0.970382,0.825387,0.075670,0.060607,0.149782,2.000452,-0.130706,1.678040,0.012616,1.834251,-0.291544,1.504384,-0.206137,2.153744
139520,0.988403,0.825630,0.089093,0.072705,0.152648,2.002901,-0.126867,1.679756,0.016672,1.835742,-0.288544,1.506985,-0.203244,2.154566
139840,0.981366,0.826019,0.095558,0.077462,0.155418,2.004262,-0.123479,1.681824,0.019381,1.837252,-0.285604,1.509594,-0.200262,2.156121
140160,0.987589,0.826166,0.085904,0.070090,0.158714,2.005001,-0.120406,1.683406,0.022444,1.838929,-0.282660,1.512259,-0.197890,2.157995
140480,0.981269,0.826551,0.107967,0.087568,0.161585,2.007685,-0.117246,1.685323,0.025315,1.841148,-0.279682,1.515012,-0.194620,2.158848
140800,0.994483,0.826634,0.108037,0.088814,0.164216,2.009795,-0.113985,1.687440,0.029088,1.842387,-0.276747,1.517650,-0.191956,2.160925
141120,0.955634,0.826872,0.094000,0.074278,0.167241,2.011352,-0.111066,1.689280,0.032245,1.844514,-0.273736,1.520318,-0.189040,2.162545
141440,0.953495,0.827336,0.093285,0.073589,0.170340,2.011708,-0.108096,1.691066,0.034738,1.846271,-0.270657,1.523024,-0.185920,2.164192
141760,0.967632,0.827813,0.076599,0.061357,0.173459,2.011816,-0.105260,1.692474,0.038904,1.848081,-0.267649,1.525679,-0.182990,2.164801
142080,0.920898,0.828612,0.048063,0.036675,0.176484,2.011395,-0.101971,1.693294,0.042861,1.848617,-0.264507,1.528151,-0.179359,2.164358
142400,0.951222,0.829277,0.048066,0.037915,0.179475,2.010334,-0.099002,1.693498,0.047605,1.848696,-0.261137,1.530569,-0.176427,2.163957
142720,0.923997,0.830141,0.042234,0.032395,0.182130,2.008940,-0.095827,1.693601,0.051461,1.848418,-0.257733,1.532690,-0.173475,2.163211
143040,0.910213,0.831143,0.023524,0.017797,0.184504,2.007109,-0.092854,1.693124,0.054984,1.847466,-0.254273,1.534545,-0.170815,2.161746
143360,0.924129,0.832122,0.032858,0.025268,0.186692,2.005078,-0.089866,1.692719,0.058876,1.846842,-0.250744,1.536093,-0.168214,2.160289
143680,0.935656,0.833033,0.022306,0.017386,0.188928,2.003092,-0.087010,1.691763,0.062139,1.846346,-0.247143,1.537384,-0.165522,2.158872
144000,0.921731,0.833937,0.020524,0.015776,0.191260,2.001234,-0.084085,1.691283,0.065258,1.844623,-0.243504,1.538336,-0.162979,2.157219
144320,0.826336,0.834862,0.011282,0.007783,0.193691,1.999473,-0.081420,1.689801,0.065809,1.841745,-0.239985,1.538859,-0.161040,2.154988
144640,0.896201,0.835696,0.006425,0.004812,0.196214,1.997853,-0.079616,1.687399,0.065758,1.837986,-0.236580,1.538683,-0.160157,2.151307
144960,0.970090,0.836408,0.003670,0.002978,0.198801,1.996330,-0.077901,1.684855,0.068000,1.833714,-0.233171,1.537793,-0.158286,2.146737
145280,0.993200,0.836517,0.007941,0.006598,0.201420,1.994886,-0.075438,1.683165,0.071232,1.831254,-0.229865,1.536676,-0.155903,2.145013
145600,0.971324,0.836639,0.031224,0.025374,0.204195,1.993337,-0.072462,1.682299,0.074662,1.830882,-0.226432,1.535691,-0.152310,2.144523
145920,0.950624,0.836635,0.051930,0.041301,0.206799,1.991858,-0.069414,1.682266,0.078045,1.831643,-0.223009,1.535141,-0.149033,2.145527
146240,0.965668,0.836833,0.043229,0.034933,0.209438,1.990427,-0.066354,1.682624,0.081513,1.832909,-0.219574,1.534989,-0.145975,2.146056
146560,0.983585,0.837225,0.042748,0.035202,0.212112,1.989079,-0.063255,1.682786,0.085598,1.833749,-0.216102,1.535059,-0.142526,2.145678
146880,0.970468,0.837636,0.022498,0.018289,0.214818,1.987778,-0.060079,1.682836,0.089462,1.832530,-0.212567,1.535009,-0.138885,2.144828
147200,0.915380,0.838329,0.008729,0.006698,0.217609,1.986298,-0.057002,1.682095,0.091672,1.829720,-0.209225,1.534565,-0.135679,2.142768
147520,0.865018,0.838879,0.002529,0.001835,0.220360,1.984490,-0.054144,1.680789,0.092259,1.826408,-0.205995,1.533594,-0.133755,2.140399
147840,0.910514,0.839382,0.000000,0.000000,0.222873,1.982856,-0.052101,1.678537,0.092317,1.823079,-0.203136,1.532006,-0.132957,2.136530
148160,0.983175,0.839604,0.000000,0.000000,0.225445,1.981315,-0.050076,1.676162,0.093605,1.818594,-0.200520,1.529965,-0.131444,2.132869
148480,0.992728,0.839486,0.000286,0.000238,0.228056,1.979833,-0.047927,1.673864,0.096222,1.816083,-0.197960,1.527803,-0.128389,2.130849
148800,0.978338,0.839338,0.025332,0.020802,0.230924,1.978073,-0.045173,1.672201,0.100141,1.815386,-0.195005,1.526204,-0.124853,2.129938
149120,0.953185,0.839182,0.022059,0.017645,0.233450,1.976467,-0.042278,1.671021,0.103930,1.815680,-0.191926,1.525039,-0.121867,2.129925
149440,0.957062,0.839112,0.035806,0.028755,0.236054,1.974980,-0.039163,1.670527,0.107528,1.816256,-0.188726,1.524007,-0.118896,2.130100
149760,0.969213,0.839121,0.031060,0.025261,0.238703,1.973585,-0.036074,1.670192,0.110975,1.817048,-0.185545,1.523443,-0.115921,2.130431
150080,0.989368,0.839214,0.031364,0.026041,0.241371,1.972226,-0.032942,1.669816,0.115073,1.817441,-0.182287,1.522895,-0.112962,2.129944
150400,0.987174,0.839404,0.008910,0.007383,0.244037,1.970871,-0.029764,1.669334,0.118428,1.816197,-0.179020,1.522253,-0.110098,2.128895
150720,0.908253,0.840108,0.000000,0.000000,0.246653,1.969406,-0.026814,1.668198,0.119557,1.813493,-0.176025,1.520980,-0.107364,2.126085
151040,0.947313,0.840352,0.000000,0.000000,0.249272,1.967692,-0.024387,1.666238,0.119666,1.809759,-0.173398,1.519154,-0.105825,2.123456
151360,0.982141,0.840653,0.000000,0.000000,0.251899,1.965901,-0.022459,1.663722,0.121517,1.805467,-0.171064,1.516863,-0.103778,2.119042
151680,0.997326,0.840492,0.000000,0.000000,0.254426,1.964297,-0.020244,1.661371,0.124889,1.802626,-0.168479,1.514843,-0.101955,2.116548
152000,0.989702,0.840571,0.017716,0.014738,0.257154,1.962640,-0.017432,1.659683,0.128786,1.801855,-0.165474,1.513357,-0.098690,2.114705
152320,0.936939,0.840183,0.024621,0.019382,0.259757,1.961169,-0.014642,1.658236,0.132273,1.801929,-0.162770,1.511625,-0.095685,2.114718
152640,0.926985,0.839873,0.036096,0.028103,0.262431,1.959822,-0.011569,1.657378,0.135528,1.802913,-0.159732,1.510572,-0.092360,2.115823
152960,0.980491,0.839801,0.040403,0.033268,0.265120,1.958505,-0.008411,1.656931,0.138920,1.804132,-0.156567,1.509956,-0.088864,2.116240
153280,0.986127,0.839725,0.019067,0.015789,0.267817,1.957186,-0.005181,1.656645,0.143159,1.803788,-0.153320,1.509506,-0.085876,2.115580
153600,0.929600,0.840250,0.005025,0.003925,0.270482,1.955813,-0.002075,1.655980,0.145035,1.801496,-0.150280,1.508599,-0.083308,2.114045
153920,0.944095,0.840965,0.000000,0.000000,0.273092,1.954344,0.000609,1.654397,0.144905,1.798126,-0.147617,1.506970,-0.081327,2.110711
154240,0.981292,0.841030,0.000000,0.000000,0.275639,1.952762,0.002606,1.651937,0.146435,1.793995,-0.145397,1.504662,-0.079640,2.107213
154560,0.994289,0.840901,0.000000,0.000000,0.278138,1.951106,0.004673,1.649488,0.148767,1.791381,-0.142959,1.502534,-0.077846,2.104800
154880,0.983301,0.840791,0.013657,0.011291,0.280768,1.949362,0.007179,1.647472,0.152573,1.790361,-0.140234,1.500789,-0.074519,2.103320
155200,0.962066,0.840735,0.020590,0.016654,0.283241,1.947683,0.010119,1.646303,0.156374,1.790366,-0.137262,1.499601,-0.071548,2.102831
155520,0.982976,0.840613,0.025524,0.021091,0.285806,1.946122,0.013291,1.645414,0.160402,1.790663,-0.134224,1.498482,-0.068553,2.102547
155840,0.982246,0.840374,0.029690,0.024508,0.288402,1.944655,0.016457,1.644599,0.163944,1.790657,-0.131199,1.497604,-0.065582,2.102227
156160,0.982802,0.840269,0.025155,0.020773,0.291057,1.943254,0.019703,1.643866,0.166874,1.790664,-0.128138,1.496664,-0.062609,2.101797
156480,0.990771,0.840157,0.010982,0.009141,0.293731,1.941887,0.023058,1.643197,0.170819,1.789976,-0.124964,1.495816,-0.059648,2.101061
156800,0.936756,0.840587,0.000676,0.000532,0.296408,1.940546,0.026313,1.642030,0.172488,1.787540,-0.122074,1.494508,-0.057138,2.099401
157120,0.934288,0.841442,0.000000,0.000000,0.299074,1.939166,0.028951,1.639871,0.172131,1.784177,-0.119524,1.492711,-0.055005,2.096200
157440,0.956364,0.841397,0.000000,0.000000,0.301772,1.937523,0.030239,1.636899,0.172969,1.779748,-0.117546,1.490209,-0.053542,2.092517
157760,0.945372,0.841278,0.000000,0.000000,0.304322,1.935961,0.030405,1.633877,0.174738,1.775856,-0.116071,1.487342,-0.052022,2.087991
158080,0.904390,0.840577,0.000000,0.000000,0.306900,1.934438,0.030320,1.630881,0.178027,1.772871,-0.114566,1.484561,-0.050298,2.085557
158400,0.720840,0.839636,0.020428,0.012364,0.309486,1.932937,0.029843,1.627917,0.180925,1.772389,-0.113203,1.481792,-0.047429,2.084928
158720,0.698949,0.838549,0.020266,0.011878,0.312075,1.931441,0.028517,1.625216,0.184946,1.773004,-0.112450,1.478925,-0.044032,2.084243
159040,0.821888,0.837346,0.003412,0.002348,0.314661,1.929915,0.027228,1.622510,0.188032,1.771631,-0.111550,1.476042,-0.041033,2.084264
159360,0.857025,0.836667,0.000000,0.000000,0.317242,1.928413,0.026099,1.619733,0.189043,1.768840,-0.112199,1.473108,-0.038478,2.081400
159680,0.884093,0.836005,0.000000,0.000000,0.319945,1.926763,0.025136,1.616897,0.189124,1.765031,-0.113352,1.470232,-0.037557,2.077684
160000,0.875155,0.835710,0.000000,0.000000,0.322544,1.925276,0.024119,1.614089,0.190294,1.760798,-0.114409,1.467324,-0.037047,2.071622
160320,0.889222,0.835272,0.000000,0.000000,0.325182,1.923851,0.023247,1.611229,0.192968,1.756806,-0.114658,1.464289,-0.035669,2.066289
160640,0.850146,0.834448,0.000000,0.000000,0.327833,1.922443,0.022451,1.608343,0.196285,1.753501,-0.114410,1.461248,-0.033273,2.063246
160960,0.716018,0.833089,0.013998,0.008350,0.330487,1.921064,0.021751,1.605432,0.199280,1.751080,-0.114101,1.458262,-0.030306,2.063207
161280,0.804220,0.831881,0.011683,0.007816,0.333147,1.919664,0.021174,1.602481,0.201193,1.748664,-0.114241,1.455272,-0.025479,2.063542
161600,0.835963,0.830794,0.012187,0.008464,0.336086,1.917571,0.020586,1.599537,0.202866,1.745991,-0.114522,1.452302,-0.021200,2.063086
161920,0.881047,0.830072,0.000000,0.000000,0.338949,1.914401,0.020065,1.596585,0.204852,1.743542,-0.114877,1.449329,-0.016884,2.061513
162240,0.912067,0.829416,0.000000,0.000000,0.341635,1.910321,0.019375,1.593675,0.207136,1.741497,-0.114831,1.446359,-0.015361,2.059001
162560,0.831988,0.828655,0.000000,0.000000,0.343677,1.908140,0.018389,1.590847,0.209607,1.739782,-0.115171,1.443371,-0.015084,2.055637
162880,0.792184,0.828342,0.003861,0.002533,0.346370,1.906846,0.017471,1.588001,0.212405,1.738305,-0.115544,1.440419,-0.014734,2.049008
163200,0.734829,0.827757,0.013636,0.008294,0.349350,1.906394,0.016558,1.585145,0.215414,1.737656,-0.115610,1.437446,-0.013898,2.043109
163520,0.724804,0.826976,0.015877,0.009517,0.352431,1.906316,0.015562,1.582322,0.218651,1.737358,-0.116048,1.434482,-0.011967,2.038059
163840,0.741702,0.825623,0.015672,0.009597,0.355512,1.906134,0.014574,1.579482,0.222019,1.736869,-0.115251,1.431568,-0.009700,2.036201
164160,0.666255,0.823866,0.019999,0.010977,0.358548,1.905657,0.013687,1.576614,0.225378,1.736145,-0.115934,1.428654,-0.006688,2.036390
164480,0.719071,0.822277,0.021990,0.013002,0.361466,1.904919,0.012869,1.573721,0.228611,1.735290,-0.115788,1.425675,-0.003387,2.036496
164800,0.699900,0.820793,0.011374,0.006534,0.364201,1.903700,0.012181,1.570803,0.231752,1.734640,-0.115477,1.422753,-0.000238,2.036716
165120,0.659081,0.819527,0.013893,0.007504,0.366633,1.901946,0.011629,1.567864,0.235021,1.733869,-0.117270,1.420316,0.003144,2.036199
165440,0.816726,0.817985,0.013815,0.009229,0.368978,1.900085,0.011205,1.564904,0.238241,1.732882,-0.117584,1.417391,0.005953,2.037178
165760,0.787144,0.816968,0.005476,0.003521,0.371381,1.898291,0.010470,1.561984,0.241467,1.731640,-0.115617,1.415156,0.009452,2.036722
166080,0.545499,0.815486,0.015392,0.006847,0.373865,1.896619,0.008208,1.560019,0.244607,1.730169,-0.114297,1.412528,0.012273,2.037526
166400,0.483308,0.814102,0.004527,0.001781,0.376399,1.895018,0.005471,1.558850,0.247594,1.728621,-0.115428,1.409742,0.015504,2.037562
166720,0.475401,0.813049,0.002655,0.001026,0.378953,1.893462,0.003028,1.557132,0.250352,1.727403,-0.118173,1.408738,0.018607,2.036058
167040,0.658135,0.812498,0.002495,0.001334,0.381526,1.891931,0.001518,1.554554,0.253227,1.726531,-0.121179,1.408747,0.020182,2.031663
167360,0.788457,0.811902,0.002266,0.001451,0.384133,1.890433,0.000588,1.551711,0.255955,1.725480,-0.123239,1.406604,0.020626,2.026403
167680,0.872702,0.811544,0.000838,0.000594,0.386749,1.888943,-0.000159,1.548808,0.258696,1.724291,-0.122945,1.403641,0.021408,2.020518
168000,0.856374,0.811395,0.000217,0.000151,0.389312,1.887396,-0.000733,1.545866,0.261317,1.722978,-0.121526,1.400200,0.022629,2.014131
168320,0.837292,0.810220,0.000000,0.000000,0.391866,1.885832,-0.001121,1.542901,0.264086,1.721494,-0.123180,1.392473,0.024634,2.009944
168640,0.708099,0.808499,0.005579,0.003194,0.394394,1.884221,-0.001300,1.539909,0.266816,1.719708,-0.127236,1.385719,0.027205,2.008520
168960,0.658295,0.806498,0.011983,0.006362,0.396861,1.882511,-0.001364,1.536907,0.269618,1.717630,-0.130963,1.382081,0.030116,2.009220
169280,0.677014,0.804643,0.009812,0.005345,0.399346,1.880833,-0.001267,1.533915,0.272329,1.715310,-0.134899,1.379008,0.033284,2.009128
169600,0.586029,0.802776,0.014655,0.006895,0.401859,1.879189,-0.001123,1.530924,0.274920,1.712734,-0.138756,1.376099,0.036526,2.009337
169920,0.681105,0.800894,0.006242,0.003405,0.404402,1.877594,-0.001005,1.527928,0.277345,1.709933,-0.142402,1.373174,0.039581,2.009675
170240,0.628886,0.799171,0.009671,0.004860,0.406994,1.876080,-0.001369,1.524953,0.279647,1.706858,-0.145848,1.370161,0.042943,2.009171
170560,0.669179,0.797120,0.010685,0.005700,0.409611,1.874633,-0.002011,1.522020,0.281710,1.703622,-0.149133,1.367059,0.045747,2.010133
170880,0.755887,0.795606,0.003148,0.001893,0.412248,1.873222,-0.002525,1.519062,0.283128,1.700840,-0.152207,1.363899,0.049490,2.009215
171200,0.835350,0.794252,0.000000,0.000000,0.414906,1.871844,-0.002937,1.516093,0.284345,1.697982,-0.155057,1.360673,0.051454,2.007023
171520,0.843959,0.793472,0.000000,0.000000,0.417568,1.870455,-0.003324,1.513127,0.285582,1.694664,-0.157708,1.357365,0.052426,2.001537
171840,0.851360,0.792719,0.000000,0.000000,0.420182,1.869004,-0.004073,1.510227,0.287073,1.690627,-0.160180,1.353974,0.053221,1.995631
172160,0.858666,0.792166,0.000000,0.000000,0.422677,1.867349,-0.004951,1.507369,0.288466,1.686388,-0.162528,1.350560,0.053922,1.988929
172480,0.868318,0.791654,0.000000,0.000000,0.425089,1.865588,-0.006039,1.504571,0.289737,1.681982,-0.164790,1.347146,0.055207,1.982396
172800,0.865127,0.790987,0.000000,0.000000,0.427550,1.863870,-0.006935,1.501714,0.290876,1.677636,-0.166966,1.343743,0.055978,1.976583
173120,0.861202,0.790435,0.000000,0.000000,0.430135,1.862352,-0.007679,1.498810,0.292036,1.673311,-0.169009,1.340324,0.057310,1.970200
173440,0.859097,0.789718,0.000097,0.000066,0.432800,1.860978,-0.008273,1.495872,0.293254,1.668882,-0.170896,1.336867,0.058729,1.964612
173760,0.876695,0.788928,0.000000,0.000000,0.435429,1.859546,-0.008719,1.492919,0.294526,1.664518,-0.172610,1.333370,0.061222,1.959996
174080,0.789285,0.787668,0.003807,0.002367,0.437914,1.857868,-0.009045,1.489943,0.295888,1.660240,-0.174159,1.329850,0.063611,1.958292
174400,0.630428,0.785997,0.016611,0.008231,0.440433,1.856242,-0.009324,1.486961,0.297381,1.656074,-0.175557,1.326319,0.066511,1.959014
174720,0.790060,0.784288,0.007462,0.004624,0.442967,1.854639,-0.009747,1.483994,0.299020,1.652047,-0.176833,1.322762,0.069298,1.959864
175040,0.739039,0.782896,0.006687,0.003869,0.445453,1.852963,-0.010472,1.481095,0.300780,1.648079,-0.178042,1.319221,0.072446,1.959147
175360,0.718741,0.781383,0.007849,0.004408,0.447965,1.851311,-0.011696,1.478366,0.301877,1.644788,-0.179293,1.315729,0.075426,1.959406
175680,0.515700,0.780182,0.013306,0.005354,0.450511,1.849736,-0.013290,1.475831,0.300592,1.642060,-0.180687,1.312326,0.078453,1.959266
176000,0.744111,0.779054,0.002146,0.001244,0.453100,1.848207,-0.014784,1.473237,0.298727,1.639725,-0.182202,1.309015,0.081643,1.959065
176320,0.611343,0.777674,0.013616,0.006474,0.455697,1.846725,-0.016112,1.470549,0.298614,1.636010,-0.183760,1.305773,0.084586,1.958902
176640,0.556144,0.776272,0.032794,0.014158,0.458436,1.845215,-0.017297,1.467786,0.297513,1.633233,-0.185323,1.302626,0.089427,1.960119
176960,0.475726,0.774895,0.030117,0.011102,0.461143,1.843291,-0.018346,1.464974,0.294939,1.631354,-0.186936,1.299634,0.094048,1.962428
177280,0.507225,0.773518,0.031098,0.012201,0.463875,1.840353,-0.019274,1.462118,0.292147,1.629767,-0.188562,1.296629,0.098558,1.965326
177600,0.571076,0.772398,0.029815,0.013151,0.465927,1.836449,-0.020130,1.459249,0.289614,1.628101,-0.190109,1.293610,0.102868,1.967804
177920,0.571914,0.771528,0.019035,0.008399,0.467295,1.832443,-0.020909,1.456366,0.286727,1.626590,-0.191573,1.290591,0.106824,1.969768
178240,0.585744,0.770686,0.024145,0.010900,0.468244,1.828430,-0.021637,1.453462,0.283914,1.625004,-0.192995,1.287595,0.111317,1.972028
178560,0.580904,0.769977,0.018176,0.008130,0.469009,1.824403,-0.022362,1.450557,0.281071,1.623581,-0.194347,1.284572,0.114556,1.973443
178880,0.632060,0.769120,0.022825,0.011096,0.469536,1.820504,-0.023055,1.447636,0.278642,1.621674,-0.195683,1.281572,0.118723,1.975687
179200,0.615783,0.768644,0.012447,0.005891,0.470075,1.816736,-0.023773,1.444720,0.275635,1.620317,-0.196987,1.278612,0.123274,1.976204
179520,0.650478,0.767842,0.021493,0.010735,0.470420,1.813128,-0.024512,1.441819,0.273137,1.618452,-0.198335,1.275652,0.126689,1.977901
179840,0.781267,0.767287,0.003884,0.002328,0.470832,1.809649,-0.025162,1.438896,0.270637,1.616576,-0.200074,1.272745,0.131134,1.978011
180160,0.955772,0.767091,0.000000,0.000000,0.471109,1.806154,-0.025677,1.435938,0.268608,1.614290,-0.201794,1.270073,0.133236,1.975922
180480,0.976717,0.766967,0.000000,0.000000,0.471127,1.802597,-0.026121,1.432977,0.268059,1.611320,-0.203239,1.267445,0.133078,1.972949
180800,0.932503,0.766775,0.000000,0.000000,0.470882,1.799013,-0.026632,1.430027,0.268568,1.607946,-0.204529,1.265477,0.130329,1.970364
181120,0.956257,0.766652,0.000000,0.000000,0.470330,1.795537,-0.027707,1.427228,0.268096,1.605004,-0.206869,1.263617,0.129066,1.967429
181440,0.979082,0.766664,0.000000,0.000000,0.469813,1.792018,-0.029134,1.424583,0.267029,1.602217,-0.209078,1.261597,0.128762,1.964097
181760,0.982718,0.766528,0.000000,0.000000,0.469035,1.788613,-0.030605,1.421966,0.265397,1.599689,-0.211142,1.259418,0.125959,1.961579
182080,0.990828,0.766549,0.000000,0.000000,0.467776,1.785413,-0.032011,1.419318,0.263379,1.597295,-0.213081,1.257042,0.124557,1.958977
182400,0.974714,0.766576,0.000000,0.000000,0.466427,1.782261,-0.033230,1.416580,0.261467,1.594872,-0.214877,1.254508,0.121997,1.956193
182720,0.995670,0.766515,0.000000,0.000000,0.464741,1.779308,-0.034275,1.413770,0.259693,1.592401,-0.216499,1.251830,0.119554,1.954127
183040,0.992401,0.766662,0.000000,0.000000,0.463142,1.776337,-0.035128,1.410908,0.258327,1.589715,-0.217917,1.249040,0.118585,1.951072
183360,0.993433,0.766614,0.000000,0.000000,0.461674,1.773301,-0.035797,1.407982,0.257852,1.586762,-0.219161,1.246153,0.116458,1.948450
183680,0.998290,0.766800,0.000000,0.000000,0.460444,1.770151,-0.036310,1.405020,0.257407,1.583810,-0.220183,1.243152,0.116265,1.944867
184000,0.994145,0.766868,0.000000,0.000000,0.459460,1.766973,-0.036624,1.402039,0.256772,1.580889,-0.220997,1.240063,0.115286,1.941790
184320,0.984762,0.766931,0.000000,0.000000,0.458490,1.763798,-0.036733,1.399047,0.255958,1.578007,-0.221572,1.236905,0.114003,1.938957
184640,0.985637,0.767166,0.000000,0.000000,0.457390,1.760640,-0.036647,1.396046,0.255041,1.575165,-0.222106,1.233994,0.113280,1.935804
184960,0.958373,0.767419,0.000000,0.000000,0.456297,1.757536,-0.036360,1.393062,0.254141,1.572306,-0.223537,1.232874,0.111316,1.933120
185280,0.942669,0.767730,0.000099,0.000071,0.455119,1.754441,-0.035890,1.390101,0.253212,1.569459,-0.225144,1.231093,0.110739,1.929825
185600,0.955355,0.767898,0.000000,0.000000,0.454004,1.751420,-0.035234,1.387185,0.252219,1.566634,-0.226652,1.229254,0.108882,1.927101
185920,0.944064,0.768132,0.000000,0.000000,0.452607,1.748511,-0.034407,1.384302,0.251251,1.563801,-0.228209,1.226806,0.107081,1.923774
186240,0.923962,0.768492,0.000000,0.000000,0.450849,1.745782,-0.033462,1.381496,0.250366,1.560949,-0.229446,1.224250,0.105098,1.920253
186560,0.961520,0.768687,0.000198,0.000146,0.448934,1.743330,-0.033990,1.379605,0.249753,1.558027,-0.230729,1.221431,0.103422,1.917205
186880,0.990395,0.768923,0.000000,0.000000,0.447745,1.740303,-0.034447,1.377994,0.249512,1.555040,-0.231631,1.218662,0.102776,1.914030
187200,0.994179,0.769043,0.000000,0.000000,0.447172,1.737024,-0.034919,1.376265,0.249146,1.552060,-0.232475,1.215808,0.102161,1.910936
187520,0.998272,0.769127,0.000000,0.000000,0.446811,1.733765,-0.035346,1.373919,0.248770,1.549087,-0.233068,1.212924,0.101693,1.907767
187840,0.998231,0.769205,0.000000,0.000000,0.446367,1.730546,-0.035688,1.371457,0.248513,1.546100,-0.233471,1.210018,0.100794,1.904697
188160,0.997506,0.769268,0.000000,0.000000,0.445926,1.727311,-0.035863,1.368476,0.248064,1.543136,-0.233664,1.206907,0.100531,1.901736
188480,0.981876,0.769405,0.000000,0.000000,0.445381,1.724198,-0.035926,1.365489,0.247424,1.540220,-0.233581,1.203691,0.099798,1.898629
188800,0.960359,0.769593,0.000000,0.000000,0.444598,1.721104,-0.035616,1.362509,0.246644,1.537329,-0.233240,1.200446,0.098600,1.895793
189120,0.930557,0.770141,0.000000,0.000000,0.442970,1.718372,-0.034948,1.359585,0.245852,1.534443,-0.232657,1.197215,0.096852,1.892027
189440,0.916697,0.770688,0.000000,0.000000,0.441196,1.715769,-0.034145,1.356691,0.245252,1.531509,-0.231836,1.193995,0.094742,1.888468
189760,0.919589,0.771128,0.000000,0.000000,0.439409,1.713342,-0.033142,1.353873,0.244894,1.528538,-0.230777,1.190827,0.092914,1.885691
190080,0.947730,0.771765,0.000000,0.000000,0.438084,1.710367,-0.031941,1.351131,0.244787,1.525550,-0.229492,1.187697,0.092678,1.882209
190400,0.969049,0.772255,0.000000,0.000000,0.437951,1.707038,-0.030545,1.348482,0.244546,1.522570,-0.227983,1.184623,0.092288,1.878850
190720,0.884981,0.772644,0.000000,0.000000,0.438168,1.703690,-0.028971,1.345930,0.244126,1.519602,-0.226279,1.181640,0.091465,1.876004
191040,0.881790,0.773532,0.000000,0.000000,0.437124,1.700808,-0.027212,1.343493,0.243508,1.516673,-0.224350,1.178738,0.089975,1.871945
191360,0.843967,0.774189,0.000000,0.000000,0.436065,1.697787,-0.025227,1.341135,0.242943,1.513724,-0.222199,1.175946,0.088165,1.869450
191680,0.806893,0.775258,0.000000,0.000000,0.434094,1.695384,-0.023045,1.338868,0.242219,1.510819,-0.219962,1.173285,0.086569,1.865855
192000,0.804413,0.776276,0.000000,0.000000,0.432519,1.692579,-0.020693,1.336742,0.241332,1.507960,-0.217545,1.170644,0.084961,1.862668
192320,0.821605,0.777252,0.000000,0.000000,0.431535,1.689529,-0.018175,1.334762,0.240274,1.505154,-0.214911,1.168147,0.083978,1.859864
192640,0.793724,0.778495,0.000000,0.000000,0.430405,1.686596,-0.015500,1.332943,0.239090,1.502394,-0.212202,1.165800,0.082515,1.856058
192960,0.762773,0.779446,0.000000,0.000000,0.429362,1.683555,-0.012688,1.331263,0.238425,1.499476,-0.209358,1.163539,0.080673,1.853673
193280,0.732112,0.780959,0.000000,0.000000,0.427135,1.681427,-0.009807,1.329688,0.237672,1.496586,-0.206423,1.161418,0.079236,1.849572
193600,0.726681,0.781943,0.000208,0.000118,0.425895,1.678484,-0.006842,1.328204,0.236834,1.493721,-0.203495,1.159398,0.077006,1.847544
193920,0.747074,0.783399,0.000256,0.000150,0.423934,1.676040,-0.003883,1.326771,0.235728,1.490930,-0.200500,1.157442,0.075524,1.844042
