Time,o[t],d[t],v[t],M_fl[t],x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4
315200,0.379166,0.822263,0.091293,0.028463,2.726080,1.541271,2.952669,1.402231,3.091519,1.223743,2.429529,1.294133,2.733259,1.083361
315520,0.459884,0.822507,0.067490,0.025529,2.728632,1.545100,2.950886,1.399635,3.093294,1.228151,2.434119,1.295704,2.735429,1.079249
315840,0.731522,0.822719,0.061499,0.037012,2.731571,1.548341,2.950444,1.396671,3.095916,1.229483,2.438683,1.297261,2.737860,1.077369
316160,0.774182,0.823154,0.057810,0.036841,2.734866,1.551101,2.951035,1.393716,3.098704,1.228387,2.443365,1.298981,2.741484,1.077552
316480,0.839330,0.823261,0.043822,0.030281,2.738367,1.553321,2.952868,1.391345,3.100632,1.225760,2.447949,1.300743,2.744546,1.076312
316800,0.857067,0.822713,0.041477,0.029246,2.742059,1.555023,2.955122,1.389399,3.103464,1.224764,2.452499,1.302252,2.746853,1.072187
317120,0.858722,0.822580,0.043949,0.031044,2.745859,1.556317,2.958004,1.388082,3.105630,1.222176,2.457036,1.303459,2.749252,1.070315
317440,0.869943,0.822307,0.050943,0.036443,2.749758,1.557321,2.962409,1.388012,3.107097,1.219366,2.461600,1.304590,2.752262,1.067920
317760,0.859948,0.821510,0.049150,0.034723,2.753726,1.558120,2.966232,1.389223,3.109905,1.218315,2.466099,1.305407,2.753997,1.064018
318080,0.688724,0.821331,0.052252,0.029558,2.757597,1.558905,2.967959,1.391639,3.111975,1.215764,2.470629,1.306038,2.757478,1.061937
318400,0.690532,0.821513,0.048721,0.027638,2.761412,1.559727,2.967668,1.394617,3.113904,1.213527,2.475226,1.306594,2.762271,1.060201
318720,0.610547,0.821846,0.073387,0.036824,2.765577,1.561396,2.965583,1.396857,3.117556,1.213758,2.480919,1.307534,2.767532,1.058236
319040,0.528426,0.822197,0.082434,0.035815,2.769323,1.564231,2.961183,1.398281,3.121706,1.217093,2.486382,1.308755,2.772608,1.055827
319360,0.468482,0.822885,0.082620,0.031851,2.772399,1.567541,2.956464,1.398322,3.124413,1.221635,2.491667,1.310070,2.777458,1.053523
319680,0.370384,0.823640,0.076449,0.023322,2.775041,1.570950,2.953450,1.396662,3.126158,1.226321,2.496829,1.311365,2.780862,1.051574
320000,0.328656,0.824466,0.056154,0.015216,2.777479,1.574180,2.952050,1.393913,3.125810,1.229274,2.501881,1.312562,2.783046,1.049107
320320,0.406297,0.825239,0.055328,0.018551,2.779898,1.577196,2.952166,1.390930,3.124680,1.232515,2.506862,1.313642,2.784865,1.046143
320640,0.515680,0.825981,0.054978,0.023417,2.782437,1.579921,2.953688,1.388352,3.123309,1.235465,2.511801,1.314603,2.786726,1.043461
320960,0.569701,0.826666,0.052929,0.024927,2.785163,1.582365,2.956091,1.386532,3.121872,1.238106,2.516694,1.315484,2.788694,1.040947
321280,0.553736,0.826917,0.058347,0.026717,2.788131,1.584535,2.960312,1.385254,3.120950,1.240983,2.521509,1.316297,2.789622,1.037845
321600,0.674015,0.827864,0.058650,0.032726,2.791224,1.586417,2.963296,1.385906,3.118396,1.242585,2.526317,1.317058,2.792262,1.036168
321920,0.875342,0.828995,0.089288,0.064792,2.794338,1.588288,2.965902,1.388468,3.116968,1.245160,2.531080,1.317929,2.796124,1.036473
322240,0.930767,0.829820,0.113558,0.087709,2.797429,1.590346,2.967606,1.392045,3.118305,1.248655,2.535788,1.319029,2.801057,1.037927
322560,0.935053,0.830086,0.111009,0.086162,2.800493,1.592536,2.968873,1.395858,3.121630,1.251582,2.540407,1.320318,2.806048,1.039170
322880,0.942518,0.830191,0.109963,0.086043,2.803520,1.594762,2.970102,1.399617,3.125524,1.253744,2.544927,1.321725,2.810491,1.040722
323200,0.953998,0.830202,0.115544,0.091512,2.806519,1.597034,2.971565,1.403394,3.129544,1.255658,2.549418,1.323238,2.814996,1.042249
323520,0.958173,0.830227,0.110479,0.087886,2.809464,1.599335,2.973224,1.407020,3.133512,1.257552,2.553815,1.324835,2.819746,1.043935
323840,0.968803,0.830231,0.116697,0.093863,2.812403,1.601703,2.975147,1.410535,3.137408,1.259547,2.558190,1.326504,2.824106,1.045664
324160,0.975864,0.830249,0.111559,0.090386,2.815309,1.604105,2.977270,1.413881,3.141165,1.261639,2.562478,1.328217,2.828395,1.047464
324480,0.977507,0.830273,0.114797,0.093169,2.818214,1.606545,2.979584,1.417137,3.144917,1.263900,2.566772,1.330014,2.833107,1.049265
324800,0.982653,0.830308,0.113445,0.092560,2.821112,1.608981,2.982047,1.420256,3.148558,1.266220,2.571005,1.331848,2.837330,1.051137
325120,0.985819,0.830365,0.114491,0.093721,2.824027,1.611423,2.984627,1.423296,3.152140,1.268592,2.575186,1.333734,2.841455,1.053130
325440,0.989354,0.830408,0.114074,0.093720,2.826964,1.613869,2.987302,1.426242,3.155680,1.271013,2.579326,1.335659,2.845625,1.055052
325760,0.991915,0.830465,0.120019,0.098865,2.829925,1.616311,2.990065,1.429138,3.159211,1.273495,2.583447,1.337642,2.849816,1.057038
326080,0.993533,0.830548,0.118026,0.097392,2.832905,1.618743,2.992869,1.431962,3.162667,1.275967,2.587525,1.339660,2.853857,1.059115
326400,0.995633,0.830607,0.107027,0.088509,2.835914,1.621178,2.995727,1.434747,3.166110,1.278483,2.591542,1.341727,2.857910,1.061129
326720,0.992750,0.830738,0.117903,0.097236,2.838949,1.623612,2.998638,1.437495,3.169538,1.281012,2.595542,1.343827,2.862280,1.063419
327040,0.993917,0.830827,0.114784,0.094786,2.841995,1.626026,3.001567,1.440188,3.172946,1.283528,2.599498,1.345958,2.866257,1.065578
327360,0.994949,0.830921,0.115867,0.095790,2.845058,1.628437,3.004543,1.442859,3.176342,1.286053,2.603418,1.348113,2.870175,1.067790
327680,0.996011,0.831009,0.119732,0.099102,2.848144,1.630853,3.007559,1.445510,3.179741,1.288595,2.607317,1.350306,2.874118,1.069999
328000,0.996549,0.831103,0.118519,0.098162,2.851246,1.633254,3.010576,1.448135,3.183131,1.291129,2.611186,1.352519,2.877975,1.072245
328320,0.997469,0.831184,0.113981,0.094499,2.854358,1.635649,3.013624,1.450723,3.186498,1.293640,2.614995,1.354731,2.881870,1.074465
328640,0.997784,0.831297,0.120572,0.100009,2.857512,1.638042,3.016709,1.453306,3.189889,1.296173,2.618815,1.357004,2.885682,1.076846
328960,0.998106,0.831388,0.113585,0.094254,2.860651,1.640415,3.019781,1.455854,3.193242,1.298675,2.622570,1.359276,2.889503,1.079129
329280,0.998418,0.831478,0.115740,0.096083,2.863822,1.642804,3.022877,1.458404,3.196617,1.301188,2.626327,1.361585,2.893296,1.081449
329600,0.998579,0.831571,0.114771,0.095304,2.866993,1.645188,3.025975,1.460940,3.199981,1.303683,2.630063,1.363911,2.897057,1.083791
329920,0.998782,0.831660,0.115417,0.095871,2.870174,1.647578,3.029102,1.463471,3.203334,1.306186,2.633768,1.366233,2.900814,1.086147
330240,0.998935,0.831751,0.115137,0.095664,2.873375,1.649956,3.032236,1.465988,3.206692,1.308695,2.637457,1.368573,2.904543,1.088517
330560,0.999184,0.831844,0.115407,0.095922,2.876594,1.652335,3.035383,1.468494,3.210052,1.311194,2.641138,1.370942,2.908259,1.090909
330880,0.999286,0.831932,0.114847,0.095477,2.879801,1.654711,3.038544,1.470976,3.213412,1.313675,2.644789,1.373311,2.911958,1.093311
331200,0.999341,0.832015,0.115800,0.096284,2.883007,1.657087,3.041712,1.473450,3.216781,1.316155,2.648426,1.375696,2.915660,1.095715
331520,0.999193,0.832116,0.119239,0.099141,2.886219,1.659463,3.044876,1.475915,3.220140,1.318649,2.652042,1.378097,2.919311,1.098204
331840,0.999386,0.832185,0.113841,0.094679,2.889434,1.661835,3.048050,1.478368,3.223470,1.321109,2.655617,1.380472,2.923024,1.100562
332160,0.999317,0.832280,0.119755,0.099602,2.892666,1.664211,3.051244,1.480827,3.226836,1.323581,2.659235,1.382892,2.926676,1.103041
332480,0.999050,0.832375,0.114448,0.095173,2.895888,1.666587,3.054416,1.483262,3.230154,1.326043,2.662788,1.385294,2.930259,1.105535
332800,0.999244,0.832447,0.119132,0.099096,2.899132,1.668972,3.057626,1.485701,3.233518,1.328524,2.666375,1.387703,2.933952,1.107939
333120,0.999056,0.832529,0.114837,0.095515,2.902376,1.671353,3.060827,1.488125,3.236853,1.330984,2.669932,1.390099,2.937552,1.110393
333440,0.999171,0.832560,0.107480,0.089410,2.905626,1.673738,3.064031,1.490538,3.240207,1.333444,2.673484,1.392517,2.940869,1.112678
333760,0.998840,0.832679,0.118009,0.098150,2.908897,1.676121,3.067253,1.492975,3.243555,1.335920,2.677021,1.394948,2.944766,1.115297
334080,0.999840,0.832731,0.117087,0.097486,2.912151,1.678480,3.070452,1.495381,3.246887,1.338369,2.680537,1.397369,2.947999,1.117671
334400,0.999576,0.832784,0.107690,0.089645,2.915406,1.680851,3.073669,1.497803,3.250230,1.340825,2.684047,1.399810,2.951621,1.120045
334720,0.999941,0.832870,0.119882,0.099840,2.918666,1.683236,3.076910,1.500220,3.253566,1.343263,2.687544,1.402244,2.955177,1.122599
335040,0.999908,0.832947,0.113141,0.094232,2.921923,1.685619,3.080121,1.502611,3.256879,1.345691,2.691002,1.404664,2.958666,1.125120
335360,0.999840,0.833002,0.115530,0.096222,2.925192,1.688005,3.083358,1.505020,3.260226,1.348135,2.694464,1.407125,2.962228,1.127576
335680,0.999636,0.833047,0.118336,0.098544,2.928452,1.690370,3.086610,1.507430,3.263580,1.350588,2.697831,1.409575,2.965770,1.130080
336000,0.998973,0.833046,0.106367,0.088518,2.931711,1.692743,3.089840,1.509835,3.266903,1.353023,2.701132,1.412054,2.968975,1.132452
336320,0.999893,0.833095,0.120099,0.100043,2.934990,1.695136,3.093085,1.512275,3.270227,1.355484,2.704363,1.414557,2.972389,1.135121
336640,0.997652,0.833074,0.108473,0.090154,2.938234,1.697528,3.096288,1.514683,3.273515,1.357940,2.707457,1.417072,2.975414,1.137602
336960,0.999718,0.833040,0.114041,0.094974,2.941467,1.699950,3.099497,1.517115,3.276810,1.360418,2.710215,1.419505,2.978667,1.140392
337280,0.997151,0.832969,0.107104,0.088960,2.944653,1.702361,3.102662,1.519553,3.280055,1.362884,2.712925,1.422041,2.981582,1.143037
337600,0.998499,0.832889,0.116527,0.096908,2.947826,1.704801,3.105844,1.522009,3.283317,1.365387,2.715354,1.424291,2.984639,1.145980
337920,0.999583,0.832840,0.116510,0.096994,2.950966,1.707245,3.109008,1.524455,3.286525,1.367882,2.718090,1.426779,2.987414,1.148716
338240,0.997288,0.832837,0.108930,0.090475,2.954119,1.709719,3.112206,1.526930,3.289757,1.370416,2.721259,1.429503,2.990457,1.151239
338560,0.997578,0.832629,0.105948,0.088001,2.957266,1.712205,3.115410,1.529388,3.292990,1.372963,2.723360,1.432235,2.993722,1.153917
338880,0.986723,0.832378,0.099380,0.081624,2.960287,1.714658,3.118526,1.531850,3.296185,1.375506,2.724128,1.434304,2.996063,1.157830
339200,0.990802,0.832049,0.101649,0.083799,2.963279,1.717199,3.121593,1.534398,3.299299,1.378135,2.725070,1.436431,2.998287,1.161240
339520,0.992217,0.831698,0.108540,0.089570,2.966185,1.719744,3.124633,1.536946,3.302363,1.380810,2.726100,1.438432,3.000486,1.164423
339840,0.980771,0.831379,0.108980,0.088861,2.969057,1.722321,3.127681,1.539492,3.305397,1.383507,2.727294,1.440434,3.002829,1.167580
340160,0.985338,0.831049,0.110829,0.090754,2.971896,1.724910,3.130696,1.542020,3.308376,1.386194,2.728828,1.442652,3.004705,1.170325
340480,0.981827,0.830761,0.097414,0.079457,2.974694,1.727490,3.133721,1.544574,3.311368,1.388901,2.730486,1.444706,3.007377,1.173074
340800,0.987959,0.830512,0.114251,0.093744,2.977492,1.730077,3.136760,1.547148,3.314375,1.391640,2.731961,1.446308,3.009837,1.176265
341120,0.990414,0.830569,0.109773,0.090300,2.980298,1.732661,3.139776,1.549712,3.317309,1.394321,2.734986,1.449101,3.012675,1.179037
341440,0.996341,0.830724,0.117290,0.097079,2.983172,1.735283,3.142852,1.552324,3.320323,1.397053,2.738651,1.451764,3.016000,1.181665
341760,0.993995,0.830381,0.108687,0.089709,2.985965,1.737778,3.145850,1.554847,3.323326,1.399700,2.740102,1.453053,3.019220,1.184299
342080,0.999373,0.830310,0.116317,0.096518,2.988829,1.740334,3.148873,1.557454,3.326341,1.402388,2.742533,1.455440,3.021758,1.187223
342400,0.999800,0.830291,0.119192,0.098945,2.991690,1.742887,3.151885,1.560066,3.329343,1.405079,2.745280,1.457992,3.024769,1.189976
342720,0.999901,0.830307,0.117430,0.097493,2.994573,1.745433,3.154898,1.562678,3.332328,1.407739,2.748391,1.460746,3.027534,1.192502
343040,0.999604,0.830337,0.111855,0.092841,2.997479,1.747977,3.157920,1.565291,3.335328,1.410402,2.751689,1.463537,3.030504,1.194879
343360,0.998709,0.830443,0.116257,0.096420,3.000396,1.750527,3.160940,1.567887,3.338322,1.413023,2.755143,1.466272,3.033706,1.197420
343680,0.999512,0.830525,0.109929,0.091254,3.003343,1.753068,3.163968,1.570487,3.341357,1.415645,2.758795,1.468998,3.036834,1.199683
344000,0.998607,0.830653,0.119919,0.099472,3.006332,1.755590,3.167016,1.573064,3.344420,1.418242,2.762531,1.471650,3.040300,1.202042
344320,0.996648,0.830787,0.114764,0.095025,3.009330,1.758076,3.170058,1.575629,3.347468,1.420800,2.766280,1.474236,3.043735,1.204373
344640,0.999289,0.830853,0.108550,0.090125,3.012380,1.760568,3.173115,1.578182,3.350555,1.423348,2.770082,1.476821,3.047065,1.206392
344960,0.997788,0.831024,0.119512,0.099098,3.015449,1.763042,3.176183,1.580734,3.353651,1.425879,2.773935,1.479388,3.050517,1.208813
345280,0.999081,0.831098,0.107194,0.089007,3.018528,1.765492,3.179244,1.583251,3.356759,1.428376,2.777777,1.481921,3.053923,1.210800
345600,0.996350,0.831246,0.116893,0.096812,3.021626,1.767938,3.182327,1.585786,3.359906,1.430883,2.781575,1.484462,3.057748,1.213161
345920,0.998840,0.831343,0.113431,0.094191,3.024747,1.770380,3.185395,1.588288,3.363033,1.433324,2.785335,1.486974,3.060968,1.215372
346240,0.998338,0.831450,0.114984,0.095445,3.027893,1.772816,3.188497,1.590799,3.366197,1.435782,2.789145,1.489506,3.064551,1.217576
346560,0.997880,0.831551,0.117493,0.097494,3.031039,1.775239,3.191602,1.593300,3.369377,1.438228,2.792924,1.492038,3.068155,1.219782
346880,0.999555,0.831640,0.116057,0.096475,3.034199,1.777658,3.194693,1.595780,3.372548,1.440645,2.796659,1.494551,3.071360,1.222005
347200,0.999360,0.831738,0.117057,0.097298,3.037379,1.780076,3.197806,1.598252,3.375729,1.443062,2.800387,1.497074,3.074932,1.224247
347520,0.998690,0.831839,0.116383,0.096686,3.040563,1.782482,3.200924,1.600704,3.378910,1.445459,2.804065,1.499570,3.078405,1.226551
347840,0.999377,0.831891,0.109050,0.090661,3.043771,1.784891,3.204057,1.603151,3.382093,1.447852,2.807758,1.502088,3.081696,1.228644
348160,0.999713,0.831987,0.107474,0.089391,3.046976,1.787295,3.207192,1.605581,3.385282,1.450240,2.811435,1.504594,3.085222,1.230925
348480,0.999527,0.832105,0.114354,0.095110,3.050182,1.789693,3.210321,1.607994,3.388464,1.452615,2.815075,1.507095,3.088621,1.233334
348800,0.999160,0.832181,0.113645,0.094493,3.053404,1.792095,3.213464,1.610428,3.391667,1.454996,2.818702,1.509603,3.092166,1.235592
349120,0.999421,0.832242,0.106861,0.088882,3.056620,1.794485,3.216610,1.612850,3.394879,1.457385,2.822336,1.512120,3.095364,1.237806
349440,0.999746,0.832322,0.108233,0.090062,3.059844,1.796893,3.219769,1.615276,3.398090,1.459761,2.825957,1.514629,3.098865,1.240104
349760,0.999646,0.832424,0.113888,0.094769,3.063052,1.799294,3.222913,1.617675,3.401280,1.462113,2.829529,1.517117,3.102269,1.242534
350080,0.999363,0.832492,0.112915,0.093941,3.066284,1.801690,3.226061,1.620077,3.404491,1.464483,2.833105,1.519619,3.105789,1.244801
350400,0.999374,0.832538,0.106894,0.088938,3.069515,1.804087,3.229232,1.622493,3.407703,1.466852,2.836662,1.522120,3.108966,1.247045
350720,0.999685,0.832610,0.108203,0.090063,3.072759,1.806487,3.232406,1.624906,3.410924,1.469230,2.840219,1.524631,3.112445,1.249375
351040,0.999828,0.832714,0.113675,0.094642,3.076005,1.808877,3.235553,1.627281,3.414109,1.471566,2.843732,1.527104,3.115795,1.251851
351360,0.999617,0.832780,0.113168,0.094208,3.079249,1.811263,3.238740,1.629670,3.417324,1.473939,2.847248,1.529601,3.119290,1.254177
351680,0.999076,0.832859,0.114011,0.094867,3.082493,1.813657,3.241926,1.632047,3.420545,1.476316,2.850766,1.532102,3.122703,1.256571
352000,0.999481,0.832893,0.106161,0.088375,3.085750,1.816046,3.245110,1.634380,3.423758,1.478697,2.854279,1.534577,3.125943,1.258760
352320,0.999966,0.832986,0.117786,0.098111,3.089012,1.818435,3.248324,1.636732,3.426978,1.481062,2.857790,1.537058,3.129381,1.261219
352640,0.999781,0.833064,0.111272,0.092677,3.092261,1.820815,3.251488,1.639031,3.430184,1.483398,2.861268,1.539513,3.132801,1.263600
352960,0.999561,0.833139,0.115397,0.096100,3.095526,1.823193,3.254666,1.641289,3.433440,1.485755,2.864762,1.541985,3.136267,1.265974
353280,0.998910,0.833194,0.102842,0.085594,3.098794,1.825540,3.257822,1.643409,3.436663,1.488074,2.868234,1.544447,3.139453,1.268205
353600,0.999543,0.833312,0.114997,0.095785,3.102074,1.827883,3.260994,1.645363,3.439920,1.490395,2.871698,1.546907,3.142851,1.270678
353920,0.999808,0.833397,0.108863,0.090709,3.105347,1.830188,3.264246,1.647394,3.443142,1.492666,2.875125,1.549329,3.146252,1.273042
354240,0.999660,0.833476,0.115261,0.096034,3.108643,1.832488,3.267505,1.649556,3.446423,1.494954,2.878594,1.551780,3.149740,1.275412
354560,0.999161,0.833515,0.103359,0.086079,3.111924,1.834767,3.270719,1.651755,3.449668,1.497200,2.882025,1.554203,3.152949,1.277633
354880,0.999968,0.833595,0.116383,0.097014,3.115238,1.837076,3.273958,1.654053,3.452946,1.499463,2.885482,1.556644,3.156345,1.280080
355200,0.999825,0.833660,0.110149,0.091811,3.118517,1.839373,3.277146,1.656352,3.456192,1.501716,2.888911,1.559057,3.159757,1.282437
355520,0.999231,0.833723,0.112852,0.094015,3.121808,1.841680,3.280368,1.658727,3.459456,1.504005,2.892342,1.561485,3.163143,1.284841
355840,0.999434,0.833727,0.104891,0.087401,3.125090,1.844001,3.283563,1.661105,3.462719,1.506302,2.895761,1.563905,3.166342,1.287017
356160,0.999946,0.833816,0.112108,0.093473,3.128367,1.846327,3.286685,1.663393,3.465955,1.508604,2.899158,1.566320,3.169655,1.289504
356480,0.999200,0.833917,0.103149,0.085949,3.131626,1.848638,3.289532,1.665339,3.469177,1.510897,2.902555,1.568741,3.173112,1.291793
356800,0.993972,0.834056,0.097751,0.081038,3.134854,1.850903,3.292333,1.666521,3.472380,1.513142,2.905926,1.571123,3.176231,1.293998
357120,0.997797,0.834194,0.109250,0.090935,3.138129,1.853127,3.295644,1.667905,3.475636,1.515321,2.909342,1.573483,3.179625,1.296393
357440,0.999475,0.834287,0.104868,0.087444,3.141422,1.855295,3.298933,1.669559,3.478906,1.517415,2.912733,1.575787,3.183047,1.298679
357760,0.997891,0.834336,0.102159,0.085055,3.144741,1.857438,3.302176,1.671417,3.482236,1.519504,2.916164,1.578117,3.186251,1.300829
358080,0.999780,0.834452,0.110889,0.092511,3.148061,1.859572,3.305346,1.673343,3.485539,1.521574,2.919566,1.580427,3.189599,1.303257
358400,0.971352,0.834528,0.102342,0.082961,3.151371,1.861693,3.308506,1.675392,3.488802,1.523649,2.922924,1.582722,3.191820,1.305655
358720,0.911048,0.834667,0.099640,0.075769,3.154673,1.863840,3.311644,1.677616,3.491957,1.525799,2.926196,1.585076,3.191824,1.308600
359040,0.975731,0.834849,0.106364,0.086643,3.157928,1.866022,3.314688,1.679947,3.494964,1.528105,2.929332,1.587551,3.192403,1.311685
359360,0.908522,0.835036,0.103872,0.078802,3.161136,1.868251,3.317664,1.682189,3.497906,1.530495,2.932388,1.590080,3.193198,1.314770
359680,0.971674,0.835198,0.107097,0.086914,3.164305,1.870523,3.320702,1.684574,3.500741,1.532955,2.935353,1.592654,3.193842,1.317856
360000,0.996883,0.835362,0.115224,0.095954,3.167436,1.872845,3.323742,1.687072,3.503572,1.535475,2.938300,1.595286,3.195553,1.320920
360320,0.998806,0.835481,0.116024,0.096820,3.170531,1.875216,3.326780,1.689616,3.506424,1.538020,2.941250,1.597938,3.197818,1.323799
360640,0.992581,0.835557,0.106154,0.088040,3.173616,1.877619,3.329781,1.692117,3.509248,1.540542,2.944171,1.600569,3.199990,1.326515
360960,0.998000,0.835649,0.113848,0.094947,3.176683,1.880045,3.332794,1.694617,3.512081,1.543101,2.947092,1.603223,3.202063,1.329350
361280,0.999548,0.835717,0.116813,0.097579,3.179710,1.882477,3.335861,1.697202,3.514872,1.545637,2.949968,1.605866,3.204234,1.332134
361600,0.999862,0.835777,0.117830,0.098466,3.182734,1.884956,3.338919,1.699896,3.517712,1.548224,2.952866,1.608534,3.206904,1.334909
361920,0.997238,0.835818,0.118179,0.098504,3.185725,1.887451,3.341963,1.702606,3.520560,1.550803,2.955780,1.611178,3.210256,1.337528
362240,0.989836,0.835742,0.112895,0.093392,3.188711,1.889963,3.345060,1.705299,3.523469,1.553332,2.958768,1.613788,3.214635,1.339528
362560,0.986722,0.835533,0.110689,0.091256,3.191705,1.892491,3.348186,1.707932,3.526482,1.555774,2.961849,1.616305,3.219247,1.340961
362880,0.986809,0.835285,0.109300,0.090092,3.194731,1.895001,3.351323,1.710502,3.529568,1.558123,2.965007,1.618726,3.223902,1.342207
363200,0.987847,0.835032,0.108707,0.089670,3.197778,1.897484,3.354483,1.713036,3.532722,1.560402,2.968237,1.621069,3.228511,1.343422
363520,0.989445,0.834790,0.108043,0.089242,3.200853,1.899939,3.357653,1.715547,3.535920,1.562623,2.971515,1.623353,3.233077,1.344676
363840,0.990976,0.834567,0.107810,0.089163,3.203950,1.902359,3.360831,1.718033,3.539157,1.564796,2.974822,1.625588,3.237586,1.346008
364160,0.992421,0.834365,0.107820,0.089280,3.207071,1.904756,3.364033,1.720502,3.542425,1.566944,2.978157,1.627780,3.242045,1.347424
364480,0.993671,0.834193,0.107987,0.089512,3.210217,1.907133,3.367241,1.722950,3.545711,1.569072,2.981539,1.629953,3.246441,1.348928
364800,0.998901,0.834008,0.101296,0.084389,3.213378,1.909496,3.370450,1.725370,3.549020,1.571186,2.984925,1.632103,3.250479,1.350420
365120,0.999563,0.833994,0.116817,0.097382,3.216549,1.911833,3.373653,1.727785,3.552318,1.573310,2.988299,1.634264,3.253858,1.352695
365440,0.999735,0.834013,0.112512,0.093811,3.219729,1.914156,3.376820,1.730200,3.555572,1.575501,2.991626,1.636468,3.257358,1.355061
365760,0.999655,0.834039,0.109796,0.091543,3.222941,1.916491,3.379996,1.732611,3.558804,1.577724,2.994937,1.638682,3.260834,1.357453
366080,0.999586,0.834056,0.110306,0.091963,3.226134,1.918825,3.383184,1.735019,3.562032,1.579973,2.998258,1.640924,3.264382,1.359778
366400,0.999451,0.834078,0.114481,0.095433,3.229323,1.921151,3.386391,1.737427,3.565273,1.582254,3.001576,1.643178,3.267890,1.362140
366720,0.999038,0.834077,0.103152,0.085954,3.232507,1.923463,3.389581,1.739819,3.568483,1.584530,3.004866,1.645416,3.271102,1.364405
367040,0.999499,0.834110,0.105061,0.087589,3.235699,1.925784,3.392790,1.742206,3.571700,1.586830,3.008175,1.647684,3.274587,1.366784
367360,0.999928,0.834162,0.114867,0.095811,3.238899,1.928094,3.395985,1.744570,3.574914,1.589128,3.011471,1.649948,3.278051,1.369235
367680,0.999662,0.834204,0.113095,0.094312,3.242097,1.930415,3.399187,1.746933,3.578115,1.591437,3.014743,1.652220,3.281399,1.371674
368000,0.999436,0.834226,0.113581,0.094699,3.245292,1.932738,3.402393,1.749296,3.581321,1.593760,3.018026,1.654511,3.284880,1.374005
368320,0.999241,0.834220,0.103229,0.086050,3.248485,1.935058,3.405595,1.751651,3.584509,1.596066,3.021295,1.656786,3.288075,1.376238
368640,0.999962,0.834277,0.115667,0.096495,3.251703,1.937391,3.408796,1.754008,3.587720,1.598389,3.024573,1.659076,3.291482,1.378745
368960,0.999891,0.834319,0.108816,0.090778,3.254888,1.939696,3.411980,1.756340,3.590890,1.600698,3.027812,1.661354,3.294862,1.381154
369280,0.999599,0.834355,0.114867,0.095802,3.258092,1.942020,3.415199,1.758700,3.594111,1.603042,3.031086,1.663677,3.298299,1.383570
369600,0.999204,0.834353,0.103112,0.085963,3.261288,1.944330,3.418386,1.761035,3.597306,1.605380,3.034318,1.665977,3.301457,1.385833
369920,0.999924,0.834419,0.115604,0.096455,3.264498,1.946654,3.421592,1.763385,3.600475,1.607759,3.037580,1.668291,3.304824,1.388334
370240,0.999534,0.834486,0.109849,0.091625,3.267686,1.948973,3.424763,1.765728,3.603549,1.610190,3.040812,1.670584,3.308188,1.390745
370560,0.997341,0.834569,0.111136,0.092504,3.270857,1.951311,3.427952,1.768094,3.606482,1.612751,3.044063,1.672899,3.311630,1.393056
370880,0.994382,0.834753,0.112865,0.093685,3.274014,1.953666,3.431123,1.770485,3.609114,1.615577,3.047313,1.675229,3.314991,1.395476
371200,0.995132,0.834965,0.115237,0.095751,3.277146,1.956054,3.434238,1.772908,3.611530,1.618560,3.050559,1.677558,3.318044,1.397825
371520,0.994220,0.835486,0.107654,0.089423,3.280258,1.958475,3.437318,1.775388,3.612645,1.621593,3.053803,1.679897,3.321402,1.400243
371840,0.966478,0.836289,0.091360,0.073842,3.283217,1.960926,3.440228,1.777910,3.612159,1.623765,3.057019,1.682247,3.324678,1.402593
372160,0.968934,0.837096,0.105994,0.085971,3.286116,1.963416,3.442966,1.780495,3.611803,1.626727,3.060189,1.684612,3.327839,1.404958
372480,0.976100,0.837842,0.107174,0.087649,3.288953,1.965996,3.445575,1.783217,3.611657,1.629812,3.063330,1.687035,3.330987,1.407366
372800,0.979097,0.838519,0.108007,0.088673,3.291722,1.968636,3.448031,1.786039,3.611770,1.632917,3.066428,1.689486,3.334075,1.409831
373120,0.983608,0.839127,0.113841,0.093961,3.294437,1.971315,3.450367,1.788936,3.612164,1.636121,3.069506,1.691982,3.337183,1.412297
373440,0.987737,0.839633,0.104588,0.086739,3.297115,1.974031,3.452597,1.791891,3.612841,1.639289,3.072510,1.694499,3.340240,1.414719
373760,0.983545,0.840120,0.113101,0.093455,3.299738,1.976789,3.454747,1.794894,3.613805,1.642398,3.075489,1.697063,3.343384,1.417406
374080,0.962702,0.840561,0.091383,0.073948,3.302306,1.979571,3.456832,1.797914,3.614618,1.644908,3.078412,1.699668,3.346263,1.420014
374400,0.930786,0.841269,0.105118,0.082312,3.304776,1.982328,3.458828,1.800906,3.614187,1.647276,3.081317,1.702000,3.349050,1.422619
374720,0.941578,0.841986,0.106617,0.084526,3.307197,1.985192,3.460706,1.803974,3.613854,1.650254,3.084289,1.704521,3.352083,1.425204
375040,0.952026,0.842607,0.107410,0.086163,3.309513,1.988095,3.462462,1.807090,3.613720,1.653253,3.087119,1.707184,3.355121,1.427736
375360,0.946360,0.843142,0.099813,0.079643,3.311737,1.991039,3.464082,1.810229,3.613807,1.656245,3.089811,1.709497,3.357782,1.430337
375680,0.833469,0.843696,0.088951,0.062550,3.313924,1.993965,3.465613,1.813395,3.614090,1.659230,3.092762,1.709816,3.360513,1.433052
